latitude,longitude,heading
40.62554703079709,-8.719538349966417,78.1
40.62556508407777,-8.719425912468791,78.1
40.62558313735841,-8.719313474940892,78.1
40.625601190638996,-8.719201037382716,78.1
40.62561924391952,-8.719088599794267,78.1
40.625637297199994,-8.718976162175542,78.1
40.62565535048039,-8.718863724526539,78.1
40.625673403760736,-8.71875128684726,78.1
40.62569145704102,-8.718638849137708,78.1
40.62570951032126,-8.718526411397876,78.1
40.62572756360143,-8.718413973627776,78.1
40.62574561688155,-8.718301535827399,78.1
40.625763670161625,-8.718189097996744,78.1
40.62578172344164,-8.718076660135813,78.1
40.625799776721585,-8.717964222244607,78.1
40.62581783000149,-8.717851784323129,78.1
40.62583588328134,-8.717739346371372,78.1
40.62585393656113,-8.71762690838934,78.1
40.62587198984085,-8.717514470377033,78.1
40.62589004312052,-8.71740203233445,78.1
40.62590809640013,-8.71728959426159,78.1
40.625926149679685,-8.717177156158456,78.1
40.62594420295919,-8.717064718025044,78.1
40.62596225623862,-8.716952279861356,78.1
40.625980309518006,-8.716839841667392,78.1
40.62599836279734,-8.716727403443153,78.1
40.62601641607662,-8.716614965188638,78.1
40.62603446935583,-8.716502526903847,78.1
40.62605252263499,-8.716390088588785,78.1
40.626070575914106,-8.716277650243441,78.1
40.626088629193156,-8.716165211867827,78.1
40.62610668247215,-8.716052773461936,78.1
40.626124735751084,-8.715940335025765,78.1
40.62614278902997,-8.71582789655932,78.1
40.62616084230879,-8.7157154580626,78.1
40.626178895587564,-8.7156030195356,78.1
40.62619694886628,-8.71549058097833,78.1
40.626215002144924,-8.715378142390783,78.1
40.626233055423526,-8.715265703772959,78.1
40.62625110870207,-8.715153265124858,78.1
40.62626916198055,-8.71504082644648,78.1
40.62628721525898,-8.714928387737825,78.1
40.62630526853736,-8.714815948998895,78.1
40.62632332181568,-8.714703510229691,78.1
40.62634137509394,-8.714591071430206,78.1
40.62635942837215,-8.714478632600446,78.1
40.62637748165028,-8.71436619374041,78.1
40.62639553492837,-8.7142537548501,78.1
40.62641358820639,-8.71414131592951,78.1
40.62643164148435,-8.714028876978645,78.1
40.62644969476227,-8.713916437997504,78.1
40.626467748040135,-8.713803998986084,78.1
40.626485801317926,-8.713691559944392,78.1
40.62650385459568,-8.71357912087242,78.1
40.626521907873375,-8.713466681770173,78.1
40.626539961151,-8.71335424263765,78.1
40.626558014428575,-8.713241803474848,78.1
40.62657606770609,-8.71312936428177,78.1
40.62659412098355,-8.713016925058414,78.1
40.626612174260956,-8.712904485804781,78.1
40.62663022753831,-8.712792046520875,78.1
40.626648280815616,-8.712679607206688,78.1
40.626666334092846,-8.712567167862222,78.1
40.62668438737002,-8.712454728487483,78.1
40.62670244064715,-8.712342289082464,78.1
40.62672049392422,-8.712229849647171,78.1
40.62673854720123,-8.7121174101816,78.1
40.626756600478174,-8.712004970685749,78.1
40.62677465375506,-8.711892531159622,78.1
40.6267927070319,-8.71178009160322,78.1
40.626810760308686,-8.71166765201654,78.1
40.62682881358542,-8.711555212399585,78.1
40.62684686686208,-8.711442772752354,78.1
40.62686492013869,-8.711330333074843,78.1
40.62688297341525,-8.711217893367053,78.1
40.626901026691755,-8.711105453628987,78.1
40.6269190799682,-8.710993013860646,78.1
40.62693713324459,-8.710880574062024,78.1
40.62695518652092,-8.710768134233126,78.1
40.62697323979719,-8.710655694373953,78.1
40.6269912930734,-8.7105432544845,78.1
40.62700934634955,-8.71043081456477,78.1
40.62702739962566,-8.710318374614765,78.1
40.627045452901704,-8.710205934634482,78.1
40.6270635061777,-8.71009349462392,78.1
40.627081559453636,-8.70998105458308,78.1
40.62709961272951,-8.709868614511961,78.1
40.62711766600534,-8.709756174410568,78.1
40.627135719281114,-8.709643734278895,78.1
40.62715377255683,-8.709531294116946,78.1
40.627171825832484,-8.709418853924722,78.1
40.62718987910809,-8.709306413702217,78.1
40.62720793238362,-8.709193973449434,78.1
40.627225985659095,-8.709081533166376,78.1
40.62724403893452,-8.708969092853039,78.1
40.62726209220989,-8.708856652509423,78.1
40.6272801454852,-8.70874421213553,78.1
40.62729819876045,-8.708631771731358,78.1
40.62731625203564,-8.708519331296909,78.1
40.62733430531078,-8.708406890832183,78.1
